,CREDIT SCORE,FIRST_PAYMENT_DATE,FIRST_TIME_HOMEBUYER_FLAG,MATURITY_DATE,MSA_CODE,MI_PERCENTAGE,NUMBER_OF_UNITS,OCCUPANCY_STATUS,ORIGINAL_CLTV,DTI,ORIGINAL_UPB,ORIGINAL_LTV,ORIGINAL_INTEREST_RATE,CHANNEL,PPM_FLAG,Amortization_type,STATE,PROPERTY TYPE,POSTAL CODE,id_loan,LOAN_PURPOSE,ORIGINAL_LOAN_TERM,NUMBER_BORROWERS,SELLER NAME,Servicer_Name,SUPER CONFORMING FLAG,LSN,PROGRAM INDICATOR,HARP_INDICATOR,PROPERTY_VALUATION_METHOD,IO_INDICATOR
153,786,202103,N,205102,24340.0,0,1,P,80,21,160000,80,2.875,R,N,FRM,MI,SF,49500,F21Q11289185,N,360,2,Other sellers,Other servicers,,,9,,2,N
154,714,202103,N,205102,,0,1,P,70,44,200000,70,2.5,R,N,FRM,IA,SF,51200,F21Q11289205,N,360,1,Other sellers,Other servicers,,,9,,2,N
155,740,202105,N,203604,30460.0,0,1,P,72,27,178000,72,1.875,R,N,FRM,KY,SF,40300,F21Q11289227,N,180,1,Other sellers,Other servicers,,,9,,1,N
156,785,202103,N,205102,46060.0,0,1,P,80,15,232000,80,2.5,R,N,FRM,AZ,PU,85700,F21Q11289523,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,3,N
157,722,202103,Y,205102,46140.0,30,1,P,95,28,229000,95,2.75,R,N,FRM,OK,PU,74000,F21Q11289553,P,360,1,Other sellers,Other servicers,,,9,,2,N
158,645,202103,N,205102,36260.0,0,2,P,80,35,176000,80,3.125,R,N,FRM,UT,SF,84300,F21Q11289566,P,360,2,Other sellers,Other servicers,,,H,,2,N
159,805,202102,N,205101,41620.0,0,1,P,37,30,165000,37,2.75,R,N,FRM,UT,SF,84100,F21Q11289567,C,360,1,Other sellers,Other servicers,,,9,,1,N
160,742,202105,N,205104,34740.0,0,1,P,66,44,229000,66,3.0,R,N,FRM,MI,SF,49400,F21Q11289659,N,360,1,Other sellers,Other servicers,,,9,,2,N
161,709,202103,Y,205102,33460.0,0,1,P,80,32,279000,80,2.999,B,N,FRM,MN,SF,55400,F21Q11289696,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
162,786,202103,N,205102,34820.0,0,1,S,78,37,135000,78,2.875,R,N,FRM,NC,CO,28400,F21Q11289845,P,360,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
163,787,202104,N,203603,19340.0,0,1,P,57,37,414000,57,1.875,R,N,FRM,IA,SF,52700,F21Q11289885,P,180,2,Other sellers,"PNC BANK, NA",,,9,,2,N
164,799,202103,N,203602,36740.0,0,1,P,80,31,260000,80,2.25,R,N,FRM,FL,CO,32800,F21Q11289963,P,180,1,TRUIST BANK,TRUIST BANK,,,9,,2,N
165,699,202103,N,205102,,0,1,P,80,17,59000,80,3.375,R,N,FRM,IN,SF,46700,F21Q11290189,P,360,1,Other sellers,Other servicers,,,9,,2,N
166,760,202103,Y,205102,,35,1,P,97,24,182000,97,3.375,R,N,FRM,OR,SF,97900,F21Q11290254,P,360,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
167,767,202103,N,205102,35614.0,0,1,P,80,28,210000,80,2.875,R,N,FRM,NJ,CO,7300,F21Q11290405,P,360,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,3,N
168,772,202103,N,205102,34940.0,0,1,S,52,43,200000,52,2.75,R,N,FRM,FL,PU,34100,F21Q11290448,P,360,2,NEWREZ LLC,NEWREZ LLC,,,9,,1,N
169,690,202103,N,205102,12580.0,0,1,P,72,14,342000,72,2.99,R,N,FRM,MD,SF,21700,F21Q11290517,N,360,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC",,,9,,2,N
170,703,202102,N,205101,26420.0,0,1,P,78,41,215000,78,3.125,R,N,FRM,TX,PU,77500,F21Q11290818,N,360,1,Other sellers,Other servicers,,,9,,2,N
171,752,202103,N,205002,43300.0,0,1,P,78,31,264000,78,2.875,R,N,FRM,TX,SF,75000,F21Q11290884,N,348,2,Other sellers,Other servicers,,,9,,1,N
172,732,202103,N,203602,16984.0,0,1,P,80,42,144000,80,2.375,R,N,FRM,IL,CO,60100,F21Q11290913,N,180,1,Other sellers,Other servicers,,,9,,2,N
173,782,202103,N,204102,40140.0,0,1,P,45,26,380000,45,2.5,R,N,FRM,CA,SF,91700,F21Q11290917,N,240,1,Other sellers,Other servicers,,,9,,1,N
174,603,202103,N,205102,,0,1,P,64,22,85000,64,3.125,R,N,FRM,KY,SF,42100,F21Q11290924,C,360,1,Other sellers,Other servicers,,,9,,2,N
175,714,202103,N,205102,33874.0,0,1,P,80,38,439000,70,2.99,R,N,FRM,PA,SF,19400,F21Q11291001,N,360,2,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC",,,9,,1,N
176,769,202103,N,205102,35084.0,0,1,P,80,37,308000,80,2.875,R,N,FRM,NJ,SF,7000,F21Q11291073,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
177,790,202103,N,205102,39540.0,0,1,P,59,32,233000,59,2.875,R,N,FRM,WI,SF,53100,F21Q11291304,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
178,673,202102,N,205101,12060.0,0,1,P,66,19,165000,66,2.875,R,N,FRM,GA,SF,30000,F21Q11291319,C,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
179,751,202103,N,205102,38860.0,0,1,P,80,26,267000,80,2.75,R,N,FRM,ME,SF,4000,F21Q11291339,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
180,789,202103,N,205102,26620.0,0,1,P,79,32,122000,79,2.75,R,N,FRM,AL,PU,35800,F21Q11291382,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
181,666,202103,N,205102,16740.0,0,1,P,74,40,469000,74,2.99,R,N,FRM,SC,PU,29700,F21Q11291387,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
182,790,202103,N,205102,29820.0,0,1,P,80,32,487000,80,2.75,R,N,FRM,NV,PU,89000,F21Q11291407,C,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
183,712,202103,N,204802,29820.0,25,1,P,88,35,310000,88,2.75,R,N,FRM,NV,PU,89100,F21Q11291453,N,324,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
184,714,202103,N,203602,47664.0,0,1,P,58,10,101000,58,2.125,R,N,FRM,MI,SF,48000,F21Q11291463,N,180,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
185,699,202103,Y,205102,,30,1,P,95,45,209000,95,2.99,R,N,FRM,KY,SF,42700,F21Q11291542,P,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,3,N
186,754,202102,N,205101,33874.0,0,1,P,70,46,252000,70,2.99,R,N,FRM,PA,SF,19300,F21Q11291562,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
187,717,202103,N,203602,47664.0,0,1,P,52,33,179000,52,1.99,B,N,FRM,MI,SF,48300,F21Q11291632,N,180,1,"QUICKEN LOANS, LLC",MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
188,666,202103,N,205102,14454.0,0,1,P,59,39,245000,59,2.875,R,N,FRM,MA,SF,2100,F21Q11291663,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
189,711,202103,N,205102,33460.0,12,1,P,84,37,252000,84,2.875,R,N,FRM,MN,SF,55100,F21Q11291801,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
190,788,202103,N,205102,,0,1,P,80,20,191000,80,2.875,R,N,FRM,WA,SF,98800,F21Q11291917,P,360,2,"QUICKEN LOANS, LLC",Other servicers,,,9,,1,N
191,746,202103,N,205102,,0,1,P,75,21,238000,75,2.875,R,N,FRM,ID,SF,83800,F21Q11291966,C,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
192,747,202103,Y,205102,47664.0,35,1,P,97,32,216000,97,2.875,R,N,FRM,MI,SF,48000,F21Q11292027,P,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,3,N
193,776,202102,N,205101,12620.0,0,1,P,58,45,85000,58,2.99,R,N,FRM,ME,SF,4400,F21Q11292048,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
194,772,202102,N,205101,36740.0,25,1,S,90,49,457000,90,2.5,B,N,FRM,FL,PU,34700,F21Q11292053,P,360,3,"QUICKEN LOANS, LLC",Other servicers,,,9,,2,N
195,820,202103,N,203602,33460.0,0,1,P,24,19,84000,24,2.375,R,N,FRM,WI,SF,54000,F21Q11292108,N,180,1,Other sellers,Other servicers,,,9,,2,N
196,780,202103,N,205102,15980.0,0,1,P,79,34,232000,79,2.75,B,N,FRM,FL,CO,33900,F21Q11292128,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
197,799,202103,N,203102,47894.0,0,1,P,23,39,215000,23,2.25,R,N,FRM,VA,SF,22100,F21Q11292388,N,120,2,Other sellers,Other servicers,,,9,,1,N
198,805,202103,N,205102,37100.0,0,1,I,51,43,329000,51,3.625,R,N,FRM,CA,SF,91300,F21Q11292448,N,360,1,Other sellers,Other servicers,,,9,,2,N
199,670,202103,N,205102,27260.0,0,1,P,49,45,185000,49,2.875,B,N,FRM,FL,SF,32000,F21Q11292506,C,360,1,Other sellers,Other servicers,,,9,,1,N
200,742,202104,N,205103,48900.0,25,1,P,90,38,258000,90,2.875,R,N,FRM,NC,PU,28400,F21Q11292700,P,360,2,Other sellers,Other servicers,,,9,,2,N
201,692,202105,N,205104,,0,1,P,40,42,125000,40,3.125,R,N,FRM,OH,SF,44200,F21Q11292752,C,360,1,Other sellers,Other servicers,,,9,,2,N
202,779,202103,N,205102,12940.0,0,1,S,58,4,140000,58,2.625,R,N,FRM,LA,PU,70800,F21Q11292780,P,360,1,Other sellers,Other servicers,,,9,,2,N
203,689,202103,Y,205102,36540.0,25,1,P,97,16,78000,97,2.75,R,N,FRM,IA,SF,51500,F21Q11292826,P,360,2,Other sellers,Other servicers,,,H,,3,N
204,759,202103,N,205102,,0,1,P,62,24,321000,62,2.704,B,N,FRM,ID,SF,83200,F21Q11292921,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
205,751,202105,N,203604,28740.0,0,1,P,71,40,200000,71,2.875,R,N,FRM,NY,CO,12400,F21Q11293045,N,180,2,Other sellers,Other servicers,,,9,,2,N
206,727,202102,N,205101,31084.0,0,1,P,72,29,580000,72,2.875,B,N,FRM,CA,SF,91800,F21Q11293423,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",Y,,9,,1,N
207,781,202103,N,205102,17140.0,0,1,P,76,33,548000,76,2.875,B,N,FRM,KY,SF,41000,F21Q11293431,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
208,791,202103,N,205102,34980.0,0,1,P,73,24,351000,73,2.875,R,N,FRM,TN,PU,37100,F21Q11293890,N,360,2,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
209,685,202103,N,205102,20994.0,30,1,P,95,41,242000,95,2.99,R,N,FRM,IL,SF,60500,F21Q11293929,P,360,1,"GUARANTEED RATE, INC.",PHH MORTGAGE CORPORATION,,,9,,2,N
210,728,202103,N,203602,14500.0,0,1,P,26,20,140000,26,2.375,R,N,FRM,CO,SF,80500,F21Q11293949,C,180,2,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
211,733,202104,N,203603,31540.0,0,1,P,63,19,198000,63,2.125,R,N,FRM,WI,SF,53500,F21Q11294106,N,180,2,Other sellers,Other servicers,,,9,,1,N
212,729,202103,Y,205102,,35,1,P,97,41,276000,97,2.875,B,N,FRM,FL,PU,33000,F21Q11294354,P,360,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
213,735,202103,Y,205102,47894.0,0,1,P,80,28,290000,80,2.5,R,N,FRM,VA,PU,20100,F21Q11294423,P,360,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
214,765,202103,Y,205102,35154.0,30,1,P,95,43,338000,95,2.375,R,N,FRM,NJ,SF,7700,F21Q11294597,P,360,2,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
215,803,202103,N,205102,19740.0,30,1,P,91,29,518000,91,2.625,R,N,FRM,CO,PU,80200,F21Q11294612,P,360,2,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,2,N
216,761,202103,N,205102,10580.0,25,1,P,90,39,370000,90,3.25,R,N,FRM,NY,SF,12000,F21Q11294700,N,360,1,Other sellers,Other servicers,,,9,,1,N
217,771,202103,N,205102,39300.0,12,1,P,85,31,296000,85,3.0,R,N,FRM,MA,SF,2700,F21Q11294744,N,360,1,Other sellers,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
218,793,202103,N,205102,36084.0,0,1,P,36,22,205000,36,2.875,R,N,FRM,CA,SF,94500,F21Q11294961,C,360,1,Other sellers,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,1,N
219,800,202103,N,205102,33460.0,0,1,P,55,13,141000,55,2.75,R,N,FRM,MN,CO,55100,F21Q11295317,N,360,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC",,,9,,1,N
220,722,202103,N,205102,29460.0,30,1,P,91,45,210000,91,2.875,R,N,FRM,FL,PU,33800,F21Q11295333,N,360,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC",,,9,,2,N
221,773,202103,N,205102,27500.0,0,1,P,80,18,359000,80,2.875,R,N,FRM,WI,SF,53500,F21Q11295335,N,360,1,"CROSSCOUNTRY MORTGAGE, LLC","CROSSCOUNTRY MORTGAGE, LLC",,,9,,1,N
222,780,202103,N,203602,31084.0,0,1,P,69,39,548000,69,2.25,B,N,FRM,CA,SF,91000,F21Q11295419,C,180,2,"QUICKEN LOANS, LLC",Other servicers,,,9,,1,N
223,702,202103,N,205102,15380.0,0,1,P,70,27,192000,70,2.875,R,N,FRM,NY,SF,14200,F21Q11295502,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
224,720,202103,N,205102,23104.0,0,1,P,71,44,131000,71,2.875,R,N,FRM,TX,SF,76100,F21Q11295503,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
225,739,202103,N,205102,35380.0,0,1,P,37,29,210000,37,2.99,R,N,FRM,LA,SF,70000,F21Q11295741,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
226,705,202103,N,205102,35084.0,0,1,P,55,28,138000,55,2.99,R,N,FRM,NJ,SF,7100,F21Q11295902,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
227,737,202103,N,205102,16700.0,0,1,P,69,32,200000,69,2.99,R,N,FRM,SC,PU,29400,F21Q11295904,C,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
228,690,202103,N,205102,31140.0,0,1,P,63,43,88000,63,2.99,R,N,FRM,IN,SF,47100,F21Q11296008,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
229,682,202103,N,205102,11500.0,0,1,P,75,42,86000,75,2.99,R,N,FRM,AL,SF,36200,F21Q11296432,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
230,778,202103,Y,205102,38900.0,0,1,P,80,16,324000,80,2.875,R,N,FRM,OR,SF,97200,F21Q11296451,P,360,2,Other sellers,Other servicers,,,9,,2,N
231,802,202103,N,205102,39340.0,0,1,P,80,23,276000,80,2.5,R,N,FRM,UT,PU,84600,F21Q11296481,P,360,2,Other sellers,Other servicers,,,9,,2,N
232,681,202103,Y,205102,40900.0,30,1,P,94,37,411000,94,2.99,R,N,FRM,CA,SF,95600,F21Q11296505,P,360,2,Other sellers,Other servicers,,,9,,2,N
233,793,202103,N,205102,31084.0,0,1,P,70,45,624000,70,2.75,B,N,FRM,CA,SF,91100,F21Q11296648,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",Y,,9,,2,N
234,728,202103,Y,205102,40900.0,30,1,P,95,25,413000,95,2.5,B,N,FRM,CA,SF,95800,F21Q11296749,P,360,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION,,,9,,2,N
235,728,202103,Y,205102,,30,1,P,95,45,717000,95,2.625,R,N,FRM,HI,SF,96700,F21Q11296804,P,360,2,Other sellers,Other servicers,,,9,,2,N
236,806,202103,N,204102,19740.0,0,1,I,52,39,196000,52,2.875,R,N,FRM,CO,SF,80200,F21Q11296930,N,240,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
237,794,202103,N,205102,14454.0,0,1,P,58,46,236000,58,2.75,R,N,FRM,MA,SF,2000,F21Q11296943,N,360,1,Other sellers,Other servicers,,,9,,1,N
238,763,202104,N,205103,,0,1,P,73,31,548000,73,3.0,R,N,FRM,MT,SF,59900,F21Q11297008,C,360,2,Other sellers,Other servicers,,,9,,2,N
239,793,202103,N,203602,41740.0,0,1,P,56,33,309000,56,2.49,B,N,FRM,CA,CO,92000,F21Q11297071,N,180,2,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION,,,9,,1,N
240,789,202103,N,203602,32780.0,0,1,P,43,20,193000,43,2.375,B,N,FRM,OR,SF,97500,F21Q11297164,N,180,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
241,774,202103,N,203602,21340.0,0,1,P,67,32,214000,67,2.5,R,N,FRM,TX,SF,79900,F21Q11297495,N,180,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
242,740,202103,N,205102,18580.0,0,1,S,22,35,234000,22,2.99,R,N,FRM,TX,SF,78300,F21Q11297503,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
243,770,202103,N,205102,31084.0,0,1,P,62,45,324000,62,2.99,R,N,FRM,CA,CO,90300,F21Q11297575,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
244,794,202103,N,203602,28420.0,0,1,P,55,38,162000,55,2.75,R,N,FRM,WA,CO,99300,F21Q11297699,C,180,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
245,811,202103,N,205102,45300.0,0,1,P,52,12,150000,52,2.875,B,N,FRM,FL,PU,34600,F21Q11297766,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
246,679,202104,N,203603,28740.0,0,1,P,80,44,154000,80,2.75,R,N,FRM,NY,SF,12400,F21Q11297838,P,180,1,Other sellers,Other servicers,,,9,,2,N
247,753,202103,N,205102,41940.0,25,1,P,90,34,635000,90,2.875,R,N,FRM,CA,SF,95100,F21Q11297896,N,360,2,Other sellers,Other servicers,Y,,9,,1,N
248,712,202103,N,205102,,0,1,S,60,47,175000,60,2.875,B,N,FRM,AZ,SF,85500,F21Q11297998,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
249,791,202103,N,205102,19740.0,0,1,S,74,38,190000,74,2.875,B,N,FRM,CO,CO,80200,F21Q11298102,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
250,780,202103,N,205102,45300.0,0,1,P,70,47,196000,70,2.875,B,N,FRM,FL,PU,33500,F21Q11298104,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
251,796,202104,N,205103,40140.0,0,1,P,58,39,118000,58,2.875,R,N,FRM,CA,CO,92200,F21Q11298131,N,360,2,Other sellers,Other servicers,,,9,,1,N
252,696,202103,N,205102,31084.0,0,1,P,71,35,538000,71,3.125,R,N,FRM,CA,SF,91300,F21Q11298204,C,360,1,Other sellers,Other servicers,,,9,,2,N
253,752,202103,Y,205102,19740.0,25,1,P,97,35,408000,97,2.625,R,N,FRM,CO,SF,80000,F21Q11298309,P,360,1,Other sellers,Other servicers,,,H,,2,N
254,728,202103,N,205102,16984.0,0,1,P,37,39,97000,37,2.625,C,N,FRM,IL,SF,60100,F21Q11298387,N,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
255,808,202103,N,205102,,0,1,P,40,28,105000,40,2.625,R,N,FRM,OH,SF,43700,F21Q11298522,C,360,1,Other sellers,Other servicers,,,9,,1,N
256,789,202103,N,205102,35154.0,0,1,P,51,39,170000,51,2.875,R,N,FRM,NJ,PU,8800,F21Q11298774,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
257,777,202103,N,203602,31180.0,0,1,P,80,24,238000,80,1.75,R,N,FRM,TX,SF,79400,F21Q11298823,C,180,2,Other sellers,Other servicers,,,9,,2,N
258,771,202103,Y,205102,35614.0,0,2,P,68,42,630000,68,2.75,R,N,FRM,NY,SF,11200,F21Q11299030,P,360,1,Other sellers,Other servicers,,,9,,3,N
259,674,202103,N,205102,26420.0,0,1,P,58,42,548000,58,2.75,R,N,FRM,TX,PU,77000,F21Q11299031,P,360,2,Other sellers,Other servicers,,,9,,2,N
260,778,202103,N,205102,29820.0,0,1,P,75,21,291000,75,2.748,B,N,FRM,NV,SF,89000,F21Q11299102,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
261,691,202103,N,205102,11244.0,0,1,P,64,36,437000,64,2.999,B,N,FRM,CA,SF,92700,F21Q11299124,N,360,3,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
262,736,202105,N,205104,,0,1,P,80,38,286000,80,3.125,R,N,FRM,WY,SF,82300,F21Q11299347,N,360,2,Other sellers,Other servicers,,,9,,2,N
263,796,202103,N,205102,35614.0,0,1,P,57,44,281000,57,2.75,R,N,FRM,NY,PU,10300,F21Q11299421,N,360,1,Other sellers,Other servicers,,,9,,1,N
264,780,202103,N,205102,12580.0,12,1,P,82,20,283000,82,2.75,R,N,FRM,MD,SF,21200,F21Q11299423,N,360,2,Other sellers,U.S. BANK N.A.,,,9,,1,N
265,751,202103,Y,205102,27500.0,12,1,P,90,37,150000,90,2.75,R,N,FRM,WI,SF,53500,F21Q11299488,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,H,,3,N
266,762,202103,N,203602,40380.0,0,1,P,51,39,119000,51,2.5,R,N,FRM,NY,SF,14500,F21Q11299701,N,180,1,Other sellers,Other servicers,,,9,,2,N
267,772,202104,N,205103,38900.0,0,1,P,56,27,355000,56,2.875,R,N,FRM,OR,SF,97000,F21Q11299927,C,360,2,Other sellers,Other servicers,,,9,,1,N
268,796,202103,N,205102,,0,1,S,75,41,131000,75,2.875,R,N,FRM,WI,SF,54500,F21Q11299938,C,360,2,Other sellers,Other servicers,,,9,,2,N
269,743,202103,N,205102,19740.0,25,1,P,90,43,278000,90,2.75,R,N,FRM,CO,CO,80000,F21Q11300031,N,360,1,Other sellers,Other servicers,,,9,,2,N
270,764,202104,N,203603,39580.0,0,1,P,78,50,415000,78,2.125,R,N,FRM,NC,PU,27600,F21Q11300173,N,180,2,Other sellers,Other servicers,,,9,,1,N
271,695,202105,Y,205104,38860.0,0,1,P,80,34,214000,80,3.375,R,N,FRM,ME,SF,4500,F21Q11300283,P,360,2,Other sellers,Other servicers,,,9,,2,N
272,795,202103,N,205102,10740.0,0,1,I,75,43,118000,75,4.0,B,N,FRM,NM,SF,87100,F21Q11300476,C,360,1,Other sellers,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
273,733,202103,Y,205102,43100.0,30,1,P,95,45,181000,95,2.875,R,N,FRM,WI,SF,53000,F21Q11300485,P,360,2,Other sellers,Other servicers,,,9,,2,N
274,798,202103,N,205102,15764.0,0,1,P,28,17,285000,28,2.5,C,N,FRM,MA,SF,1700,F21Q11300570,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
275,804,202103,N,205102,14260.0,0,1,S,80,26,300000,80,2.99,R,N,FRM,ID,SF,83700,F21Q11300622,P,360,2,Other sellers,Other servicers,,,9,,2,N
276,660,202103,N,205102,,25,1,S,90,41,123000,90,2.99,R,N,FRM,PA,PU,18400,F21Q11300647,P,360,1,Other sellers,Other servicers,,,9,,2,N
277,733,202103,N,205102,37100.0,0,1,I,75,37,533000,75,2.99,R,N,FRM,CA,SF,93000,F21Q11300739,P,360,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
278,768,202103,N,203602,19740.0,0,1,P,44,19,330000,44,2.25,R,N,FRM,CO,PU,80400,F21Q11300896,N,180,2,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
279,806,202103,N,203602,16984.0,0,1,P,65,25,227000,65,2.25,R,N,FRM,IL,SF,60500,F21Q11300932,N,180,1,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
280,746,202103,N,205102,16984.0,0,1,P,53,27,238000,53,2.875,R,N,FRM,IL,SF,60000,F21Q11300968,C,360,2,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
281,798,202103,N,203602,19740.0,0,1,P,52,42,575000,52,2.375,R,N,FRM,CO,PU,80000,F21Q11300973,N,180,2,"GUARANTEED RATE, INC.","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",Y,,9,,2,N
282,713,202103,N,204102,38860.0,0,1,S,47,49,129000,47,2.875,R,N,FRM,ME,PU,4000,F21Q11301011,N,240,2,"GUARANTEED RATE, INC.",Other servicers,,,9,,1,N
283,789,202103,N,205102,11244.0,0,1,P,17,45,324000,17,2.5,B,N,FRM,CA,SF,92600,F21Q11301152,N,360,2,Other sellers,"PNC BANK, NA",,,9,,2,N
