,CREDIT SCORE,FIRST_PAYMENT_DATE,FIRST_TIME_HOMEBUYER_FLAG,MATURITY_DATE,MSA_CODE,MI_PERCENTAGE,NUMBER_OF_UNITS,OCCUPANCY_STATUS,ORIGINAL_CLTV,DTI,ORIGINAL_UPB,ORIGINAL_LTV,ORIGINAL_INTEREST_RATE,CHANNEL,PPM_FLAG,Amortization_type,STATE,PROPERTY TYPE,POSTAL CODE,id_loan,LOAN_PURPOSE,ORIGINAL_LOAN_TERM,NUMBER_BORROWERS,SELLER NAME,Servicer_Name,SUPER CONFORMING FLAG,LSN,PROGRAM INDICATOR,HARP_INDICATOR,PROPERTY_VALUATION_METHOD,IO_INDICATOR
23565,747,202108,N,205107,14454.0,0,1,P,69,28,272000,69,3.125,R,N,FRM,MA,SF,2500,F21Q20851838,N,360,1,Other sellers,Other servicers,,,9,,2,N
23566,656,202108,N,205107,14260.0,0,1,P,80,29,193000,80,4.125,C,N,FRM,ID,SF,83600,F21Q20851870,C,360,1,Other sellers,Other servicers,,,9,,2,N
23567,795,202108,N,205107,31084.0,0,1,P,65,42,505000,65,2.99,C,N,FRM,CA,SF,90200,F21Q20851931,N,360,1,HOME POINT FINANCIAL CORPORATION,HOME POINT FINANCIAL CORPORATION,,,9,,2,N
23568,786,202108,N,203607,31084.0,0,1,P,42,43,408000,42,2.299,B,N,FRM,CA,PU,91300,F21Q20851946,N,180,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23569,715,202108,N,205107,14454.0,0,1,P,65,34,333000,65,3.125,B,N,FRM,MA,SF,2000,F21Q20851994,C,360,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
23570,796,202108,N,205107,16984.0,0,1,P,70,23,220000,70,3.25,C,N,FRM,IL,PU,60100,F21Q20852183,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23571,776,202108,N,205107,12700.0,0,1,P,56,16,340000,56,3.125,R,N,FRM,MA,CO,2600,F21Q20852260,C,360,2,Other sellers,Other servicers,,,9,,2,N
23572,699,202108,N,205107,12940.0,12,1,P,82,34,263000,82,3.375,C,N,FRM,LA,SF,70800,F21Q20852281,N,360,2,Other sellers,Other servicers,,,9,,2,N
23573,747,202108,Y,205107,36740.0,25,1,P,97,43,131000,97,3.203,B,N,FRM,FL,SF,32800,F21Q20852314,P,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
23574,800,202109,N,205108,26420.0,0,1,P,65,31,273000,65,2.999,B,N,FRM,TX,PU,77300,F21Q20852441,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23575,728,202109,N,205108,40900.0,0,1,P,72,43,250000,72,2.999,B,N,FRM,CA,SF,95600,F21Q20852455,N,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23576,736,202108,N,205107,,0,1,P,73,45,333000,73,2.99,C,N,FRM,WA,PU,98800,F21Q20852491,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
23577,745,202108,N,205107,39340.0,0,1,P,69,44,500000,69,3.5,C,N,FRM,UT,PU,84000,F21Q20852639,C,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23578,746,202108,N,204107,36780.0,6,1,P,81,39,188000,81,2.875,C,N,FRM,WI,SF,54900,F21Q20852664,N,240,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23579,806,202108,N,205107,24540.0,0,1,P,80,48,350000,80,3.0,C,N,FRM,CO,PU,80500,F21Q20852845,P,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23580,723,202108,Y,205107,,25,1,P,90,47,172000,90,3.25,B,N,FRM,WV,SF,26200,F21Q20852886,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,2,N
23581,717,202108,Y,205107,29620.0,25,1,P,97,37,165000,97,3.248,C,N,FRM,MI,SF,48800,F21Q20852925,P,360,2,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,H,,2,N
23582,747,202108,N,205107,19804.0,0,1,P,53,34,154000,53,3.25,C,N,FRM,MI,SF,48100,F21Q20852936,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23583,768,202108,N,205107,45104.0,0,1,P,73,18,508000,73,2.75,C,N,FRM,WA,SF,98400,F21Q20852952,N,360,2,U.S. BANK N.A.,U.S. BANK N.A.,,,9,,1,N
23584,769,202108,N,205107,41700.0,0,1,P,76,33,378000,76,2.99,R,N,FRM,TX,SF,78200,F21Q20853164,N,360,2,Other sellers,Other servicers,,,9,,1,N
23585,783,202108,N,205107,16984.0,0,1,P,80,42,334000,80,2.99,R,N,FRM,IL,PU,60500,F21Q20853431,P,360,1,Other sellers,Other servicers,,,9,,2,N
23586,732,202108,N,205107,16984.0,0,1,P,78,38,185000,78,3.375,R,N,FRM,IL,SF,60400,F21Q20853449,N,360,2,Other sellers,Other servicers,,,9,,1,N
23587,807,202108,N,205107,16984.0,0,1,P,40,31,148000,40,3.25,R,N,FRM,IL,SF,60000,F21Q20853495,N,360,2,Other sellers,Other servicers,,,9,,1,N
23588,800,202108,N,205107,31540.0,0,1,P,80,36,219000,80,2.875,R,N,FRM,WI,CO,53700,F21Q20853509,P,360,2,Other sellers,Other servicers,,,9,,2,N
23589,767,202108,N,205107,39300.0,0,1,P,68,43,224000,68,3.062,R,N,FRM,RI,SF,2800,F21Q20853663,P,360,2,Other sellers,Other servicers,,,9,,2,N
23590,748,202108,N,205107,14260.0,30,1,P,95,43,456000,95,2.99,R,N,FRM,ID,PU,83600,F21Q20853724,P,360,2,Other sellers,Other servicers,,,9,,2,N
23591,801,202108,N,205107,37964.0,0,1,P,75,39,491000,75,2.99,R,N,FRM,PA,SF,19100,F21Q20853733,P,360,2,Other sellers,Other servicers,,,9,,1,N
23592,768,202108,N,205107,14260.0,25,1,P,90,50,527000,90,2.99,R,N,FRM,ID,PU,83600,F21Q20853784,P,360,2,Other sellers,Other servicers,,,9,,2,N
23593,744,202108,Y,205107,19740.0,12,1,P,85,22,595000,85,3.125,R,N,FRM,CO,PU,80100,F21Q20853799,P,360,2,Other sellers,Other servicers,Y,,9,,2,N
23594,710,202108,Y,205107,26900.0,30,1,P,95,42,169000,95,2.99,R,N,FRM,IN,PU,46100,F21Q20853840,P,360,1,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,2,N
23595,799,202108,N,203607,35004.0,0,1,P,50,19,300000,50,2.25,R,N,FRM,NY,SF,11700,F21Q20853874,N,180,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,1,N
23596,766,202108,N,205107,41180.0,25,1,P,90,42,177000,90,2.875,C,N,FRM,MO,SF,63300,F21Q20853964,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23597,807,202107,N,205106,33460.0,0,1,P,38,29,190000,38,2.875,C,N,FRM,MN,SF,55000,F21Q20853971,N,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
23598,770,202108,N,205107,12060.0,0,1,P,80,34,352000,80,2.875,C,N,FRM,GA,PU,30000,F21Q20854089,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,1,N
23599,793,202108,Y,205107,34980.0,0,1,P,79,21,250000,79,2.875,C,N,FRM,TN,PU,37100,F21Q20854192,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23600,754,202108,Y,205107,19124.0,30,1,P,95,28,497000,95,2.75,C,N,FRM,TX,PU,75000,F21Q20854255,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23601,747,202108,Y,205107,19124.0,25,1,P,90,28,255000,90,2.75,C,N,FRM,TX,PU,76200,F21Q20854383,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23602,805,202108,Y,205107,29820.0,0,1,P,80,20,268000,80,2.875,C,N,FRM,NV,SF,89000,F21Q20854416,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23603,796,202108,N,205107,45300.0,30,1,P,95,48,341000,95,2.99,C,N,FRM,FL,SF,33700,F21Q20854429,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23604,695,202108,Y,205107,26420.0,30,1,P,95,26,300000,95,2.99,C,N,FRM,TX,PU,77400,F21Q20854455,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23605,798,202106,Y,205105,23224.0,12,1,P,85,23,238000,85,3.15,C,N,FRM,MD,CO,20800,F21Q20854469,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23606,723,202108,Y,205107,12060.0,25,1,P,97,41,252000,97,3.25,C,N,FRM,GA,SF,30000,F21Q20854478,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,H,,2,N
23607,783,202108,Y,205107,17780.0,30,1,P,95,36,238000,95,3.25,C,N,FRM,TX,SF,77800,F21Q20854485,P,360,2,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23608,714,202108,Y,205107,13740.0,0,1,P,80,42,290000,80,3.25,C,N,FRM,MT,SF,59000,F21Q20854510,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23609,746,202108,Y,205107,10900.0,30,1,P,95,29,270000,95,3.25,C,N,FRM,NJ,SF,8800,F21Q20854516,P,360,1,PENNYMAC CORP.,PENNYMAC CORP.,,,9,,2,N
23610,813,202109,N,205108,38060.0,0,1,P,66,47,348000,66,2.999,C,N,FRM,AZ,SF,85000,F21Q20854645,N,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23611,714,202109,N,205108,37100.0,0,1,P,58,30,293000,58,3.148,B,N,FRM,CA,SF,93000,F21Q20854693,C,360,1,"UNITED WHOLESALE MORTGAGE, LLC","UNITED WHOLESALE MORTGAGE, LLC",,,9,,1,N
23612,647,202108,N,205107,33874.0,0,1,P,62,42,168000,62,3.125,R,N,FRM,PA,SF,19000,F21Q20854760,C,360,1,Other sellers,Other servicers,,,9,,2,N
23613,811,202109,N,205108,30620.0,0,1,P,61,42,164000,61,3.375,R,N,FRM,OH,SF,45800,F21Q20854823,C,360,1,Other sellers,Other servicers,,,9,,2,N
23614,655,202107,N,203106,33340.0,0,1,P,37,34,64000,37,2.875,R,N,FRM,WI,SF,53100,F21Q20854996,N,120,1,Other sellers,Other servicers,,,9,,2,N
23615,766,202108,N,203107,45300.0,0,1,I,61,44,96000,61,3.25,R,N,FRM,FL,CO,33600,F21Q20855008,N,120,1,Other sellers,Other servicers,,,9,,2,N
23616,793,202108,N,203607,19124.0,0,2,I,45,31,125000,45,2.75,R,N,FRM,TX,SF,75100,F21Q20855014,N,180,1,Other sellers,Other servicers,,,9,,2,N
23617,799,202108,N,203607,26900.0,0,1,P,58,20,229000,58,2.25,R,N,FRM,IN,SF,46000,F21Q20855103,N,180,1,Other sellers,Other servicers,,,9,,1,N
23618,794,202108,N,205107,,0,1,P,54,26,200000,54,3.25,R,N,FRM,CO,SF,81200,F21Q20855120,N,360,2,Other sellers,Other servicers,,,9,,2,N
23619,747,202108,N,205107,19740.0,25,1,P,94,36,345000,94,2.75,R,N,FRM,CO,SF,80600,F21Q20855131,P,360,1,Other sellers,Other servicers,,,H,,2,N
23620,797,202108,N,205107,34820.0,0,1,S,57,43,250000,57,3.125,R,N,FRM,NC,SF,28400,F21Q20855168,P,360,3,Other sellers,Other servicers,,,9,,2,N
23621,766,202108,N,205107,47894.0,0,1,P,80,46,458000,80,2.95,C,N,FRM,VA,SF,22300,F21Q20855268,P,360,1,Other sellers,Other servicers,,,9,,1,N
23622,699,202108,N,205107,39900.0,0,1,P,48,31,262000,48,3.375,R,N,FRM,NV,PU,89400,F21Q20855291,C,360,2,Other sellers,Other servicers,,,9,,1,N
23623,806,202108,Y,205107,42644.0,0,1,P,53,27,530000,53,2.875,R,N,FRM,WA,PU,98000,F21Q20855350,P,360,1,Other sellers,Other servicers,,,9,,2,N
23624,773,202108,N,205107,41700.0,0,1,P,52,24,209000,52,2.875,R,N,FRM,TX,PU,78100,F21Q20855366,P,360,1,Other sellers,Other servicers,,,9,,2,N
23625,796,202108,N,204807,16700.0,0,1,P,78,13,270000,78,3.25,R,N,FRM,SC,SF,29400,F21Q20855419,N,324,2,Other sellers,Other servicers,,,9,,1,N
23626,797,202108,N,205001,40060.0,0,1,P,71,22,298000,71,3.125,R,N,FRM,VA,SF,23200,F21Q20855423,N,342,2,Other sellers,Other servicers,,,9,,1,N
23627,767,202108,N,205107,12060.0,0,1,P,63,39,292000,63,3.375,R,N,FRM,GA,PU,30000,F21Q20855427,C,360,1,Other sellers,Other servicers,,,9,,1,N
23628,795,202108,N,203607,24860.0,0,1,P,47,45,248000,47,2.25,C,N,FRM,SC,SF,29600,F21Q20855513,N,180,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23629,812,202108,N,203607,47260.0,0,1,P,34,28,499000,34,2.375,C,N,FRM,VA,CO,23400,F21Q20855595,N,180,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,2,N
23630,801,202108,N,203607,,0,1,P,80,36,255000,80,2.25,C,N,FRM,IN,SF,47500,F21Q20855631,P,180,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23631,723,202108,N,203607,41180.0,0,1,P,77,15,231000,77,2.375,C,N,FRM,MO,PU,63000,F21Q20855647,N,180,2,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23632,808,202108,N,203607,47894.0,0,1,P,60,27,363000,60,2.125,C,N,FRM,VA,PU,20100,F21Q20855651,C,180,1,"AMERIHOME MORTGAGE COMPANY, LLC","AMERIHOME MORTGAGE COMPANY, LLC",,,9,,1,N
23633,778,202108,N,205107,11700.0,0,1,P,51,20,135000,51,2.875,R,N,FRM,NC,SF,28800,F21Q20855752,C,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23634,813,202108,N,204903,,0,1,P,77,15,133000,77,2.875,R,N,FRM,MO,SF,64000,F21Q20855772,N,332,2,Other sellers,Other servicers,,,9,,1,N
23635,733,202108,N,205107,16700.0,0,1,P,78,28,287000,78,2.875,R,N,FRM,SC,PU,29400,F21Q20855903,N,360,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23636,792,202108,N,203607,17660.0,0,1,P,80,35,334000,80,2.625,R,N,FRM,ID,SF,83800,F21Q20855939,P,180,2,Other sellers,Other servicers,,,9,,2,N
23637,793,202108,N,205107,47664.0,0,1,P,72,17,364000,72,3.0,R,N,FRM,MI,SF,48300,F21Q20856099,C,360,1,Other sellers,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23638,750,202108,N,203607,47260.0,0,1,P,70,30,380000,70,1.75,R,N,FRM,VA,SF,23700,F21Q20856184,C,180,2,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,1,N
23639,816,202108,N,203607,38060.0,0,1,P,80,26,448000,80,1.99,B,N,FRM,AZ,PU,85000,F21Q20856226,P,180,1,"LOANDEPOT.COM, LLC","LOANDEPOT.COM, LLC",,,9,,2,N
23640,790,202108,N,203607,15540.0,0,1,P,71,37,225000,71,2.25,R,N,FRM,VT,SF,5400,F21Q20856293,N,180,2,Other sellers,Other servicers,,,9,,1,N
23641,728,202108,N,205107,22420.0,0,1,P,54,41,89000,54,3.25,R,N,FRM,MI,SF,48400,F21Q20856310,C,360,1,Other sellers,Other servicers,,,9,,1,N
23642,794,202108,Y,205107,41980.0,25,1,P,90,30,154000,90,3.0,R,N,FRM,PR,CO,900,F21Q20856498,P,360,1,Other sellers,Other servicers,,,9,,2,N
23643,805,202108,N,205107,16984.0,0,1,P,78,26,548000,78,2.875,C,N,FRM,IL,PU,60500,F21Q20856563,P,360,2,Other sellers,Other servicers,,,9,,2,N
23644,682,202108,Y,205107,28940.0,0,1,P,79,30,212000,79,3.25,C,N,FRM,TN,SF,37900,F21Q20856635,P,360,2,Other sellers,Other servicers,,,9,,1,N
23645,691,202108,N,205107,12020.0,0,1,P,66,43,150000,66,3.875,R,N,FRM,GA,SF,30600,F21Q20856648,C,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
23646,809,202108,N,205107,47894.0,0,1,P,67,45,215000,67,3.25,R,N,FRM,DC,CO,20000,F21Q20856668,N,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,1,N
23647,684,202107,N,204106,35154.0,0,1,P,68,48,169000,68,2.99,C,N,FRM,NJ,SF,8800,F21Q20856722,N,240,2,"FLAGSTAR BANK, FSB",Other servicers,,,9,,1,N
23648,729,202108,N,204107,33460.0,0,1,P,80,30,210000,80,3.375,R,N,FRM,MN,SF,56000,F21Q20857091,C,240,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,MATRIX FINANCIAL SERVICES CORPORATION,,,9,,2,N
23649,670,202109,N,205108,,0,1,P,80,39,250000,80,3.5,R,N,FRM,ND,SF,58800,F21Q20857270,C,360,2,Other sellers,Other servicers,,,9,,2,N
23650,714,202108,N,204607,41620.0,0,1,P,58,44,232000,58,2.99,R,N,FRM,UT,PU,84000,F21Q20857340,N,300,1,PRIMELENDING A PLAINS CAPITAL CO,Other servicers,,,9,,1,N
23651,784,202108,N,205107,38900.0,0,1,P,80,29,436000,80,3.25,R,N,FRM,OR,SF,97000,F21Q20857409,P,360,2,PRIMELENDING A PLAINS CAPITAL CO,Other servicers,,,9,,2,N
23652,795,202107,N,205106,45780.0,25,1,P,90,29,153000,90,3.25,R,N,FRM,OH,SF,43600,F21Q20857487,P,360,1,PRIMELENDING A PLAINS CAPITAL CO,Other servicers,,,9,,2,N
23653,675,202107,N,205106,,25,1,S,90,43,158000,90,4.5,R,N,FRM,NM,SF,88300,F21Q20857552,P,360,2,PRIMELENDING A PLAINS CAPITAL CO,Other servicers,,,9,,2,N
23654,756,202106,N,205105,41700.0,0,1,I,75,30,139000,75,4.25,R,N,FRM,TX,SF,78200,F21Q20857573,C,360,2,PRIMELENDING A PLAINS CAPITAL CO,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
23655,816,202107,N,205106,28140.0,0,1,I,80,13,160000,80,4.5,R,N,FRM,MO,PU,64100,F21Q20857591,P,360,1,PRIMELENDING A PLAINS CAPITAL CO,"LAKEVIEW LOAN SERVICING, LLC",,,9,,2,N
23656,758,202108,N,205107,47894.0,12,1,P,85,25,595000,85,3.0,R,N,FRM,MD,SF,20600,F21Q20857595,N,360,2,Other sellers,Other servicers,Y,,9,,2,N
23657,804,202108,N,203607,40900.0,0,1,P,20,37,115000,20,2.375,R,N,FRM,CA,SF,95800,F21Q20857613,C,180,1,Other sellers,Other servicers,,,9,,1,N
23658,797,202109,N,205108,,0,1,P,79,37,127000,79,3.375,R,N,FRM,ME,SF,4800,F21Q20857694,C,360,1,Other sellers,Other servicers,,,9,,2,N
23659,811,202108,N,203107,,0,1,P,72,42,188000,72,2.5,R,N,FRM,WY,SF,82700,F21Q20857749,C,120,2,Other sellers,Other servicers,,,9,,2,N
23660,717,202108,N,203607,47260.0,0,1,P,72,23,175000,72,2.5,R,N,FRM,VA,SF,23700,F21Q20857831,N,180,2,Other sellers,Other servicers,,,9,,2,N
23661,751,202108,N,205107,23540.0,0,1,P,68,36,134000,68,3.375,R,N,FRM,FL,SF,32600,F21Q20857836,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23662,684,202108,N,205107,47300.0,0,1,P,80,45,323000,80,3.25,R,N,FRM,CA,SF,93200,F21Q20857870,N,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23663,764,202108,N,205107,31084.0,0,1,P,68,39,555000,68,3.375,B,N,FRM,CA,SF,91000,F21Q20857970,C,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",Y,,9,,1,N
23664,643,202108,N,205107,31084.0,0,1,P,58,43,548000,58,3.375,R,N,FRM,CA,SF,90200,F21Q20858036,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23665,783,202108,N,203607,42220.0,0,1,P,47,33,405000,47,2.125,B,N,FRM,CA,SF,95400,F21Q20858045,N,180,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23666,765,202108,N,205107,31084.0,0,1,P,65,44,325000,65,2.99,B,N,FRM,CA,SF,93500,F21Q20858129,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23667,733,202108,N,205107,40140.0,0,1,P,80,30,224000,74,3.25,R,N,FRM,CA,SF,92300,F21Q20858152,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23668,650,202108,N,205107,23420.0,0,1,P,70,22,180000,70,3.625,R,N,FRM,CA,SF,93700,F21Q20858283,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
23669,660,202108,N,204107,36740.0,0,1,P,58,36,145000,58,2.99,R,N,FRM,FL,SF,34700,F21Q20858441,N,240,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23670,758,202108,N,203607,17900.0,0,1,P,29,39,267000,29,2.25,R,N,FRM,SC,SF,29000,F21Q20858498,N,180,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23671,713,202108,N,205107,41940.0,0,1,P,75,34,634000,75,2.99,B,N,FRM,CA,SF,95100,F21Q20858533,N,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",Y,,9,,1,N
23672,802,202108,N,203607,31084.0,0,1,P,59,43,454000,59,2.375,C,N,FRM,CA,PU,91300,F21Q20858601,N,180,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23673,780,202108,N,204107,36084.0,0,2,I,60,41,904000,60,3.25,R,N,FRM,CA,SF,94500,F21Q20858622,N,240,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",Y,,9,,2,N
23674,730,202108,N,205107,41740.0,0,1,P,61,40,695000,61,3.25,R,N,FRM,CA,SF,92000,F21Q20858625,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",Y,,9,,2,N
23675,695,202108,N,205107,31084.0,0,1,P,60,38,564000,60,3.25,B,N,FRM,CA,SF,91100,F21Q20858643,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",Y,,9,,2,N
23676,763,202108,N,205107,41940.0,0,1,P,59,42,504000,59,2.69,B,N,FRM,CA,SF,95100,F21Q20858680,C,360,1,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23677,709,202108,N,204807,41740.0,0,1,S,80,37,415000,80,3.375,R,N,FRM,CA,CO,92100,F21Q20858695,N,324,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,1,N
23678,701,202108,N,205107,31084.0,0,1,P,80,43,434000,80,3.375,R,N,FRM,CA,PU,91300,F21Q20858753,C,360,2,"QUICKEN LOANS, LLC","ROCKET MORTGAGE, LLC",,,9,,2,N
23679,804,202108,N,205107,19740.0,0,1,P,72,29,395000,72,3.125,C,N,FRM,CO,SF,80000,F21Q20859005,N,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23680,719,202108,Y,205107,38060.0,25,1,P,90,40,531000,90,3.375,C,N,FRM,AZ,PU,85200,F21Q20859052,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23681,756,202108,N,205107,18140.0,0,1,P,51,44,170000,51,3.25,R,N,FRM,OH,PU,43100,F21Q20859115,N,360,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23682,770,202108,N,205107,12580.0,0,1,P,75,39,445000,75,3.125,R,N,FRM,MD,SF,21600,F21Q20859126,N,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23683,760,202108,Y,205107,46060.0,30,1,P,95,20,202000,95,2.875,C,N,FRM,AZ,SF,85700,F21Q20859445,P,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,2,N
23684,800,202108,N,205107,48424.0,0,1,P,55,35,216000,55,2.75,R,N,FRM,FL,PU,33400,F21Q20859457,C,360,2,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23685,806,202108,N,203607,38060.0,0,1,P,50,40,150000,50,2.25,B,N,FRM,AZ,CO,85200,F21Q20859481,P,180,2,Other sellers,Other servicers,,,9,,1,N
23686,707,202108,N,205107,17140.0,0,1,P,80,37,380000,80,3.625,C,N,FRM,KY,SF,41000,F21Q20859483,C,360,2,Other sellers,Other servicers,,,9,,2,N
23687,793,202109,N,203608,33874.0,0,1,P,76,26,151000,76,2.49,R,N,FRM,PA,PU,19300,F21Q20859524,N,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23688,804,202108,N,203607,20994.0,0,1,P,49,27,120000,49,2.49,R,N,FRM,IL,SF,60100,F21Q20859527,N,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23689,802,202109,N,203608,16984.0,0,1,P,37,24,132000,37,2.49,R,N,FRM,IL,SF,60400,F21Q20859537,N,180,1,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",,,9,,1,N
23690,690,202108,N,205107,11244.0,0,1,P,67,48,625000,67,3.5,R,N,FRM,CA,CO,92600,F21Q20859562,C,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Y,,9,,1,N
23691,623,202108,N,205107,48424.0,0,1,P,70,32,308000,70,3.49,C,N,FRM,FL,SF,33400,F21Q20859638,C,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,,,9,,2,N
